user_id,movie_id,rating
U0010,20677,7.8
U0010,1001311,5.2
U0011,1297842,7.5
U0011,1722,6.0
U0011,76726,7.5
U0011,5917,5.2
U0011,375794,8.8
U0011,1354627,6.3
U0011,18240,7.3
U0011,349158,7.4
U0011,1561955,6.0
U0011,206487,8.3
U0011,10683,6.8
U0011,768,7.8
U0011,296524,7.4
U0011,10839,6.5
U0011,866398,6.3
U0011,854,7.8
U0011,14784,6.7
U0011,700,6.2
U0011,39254,7.6
U0011,15070,6.9
U0011,172329,6.6
U0011,9489,6.1
U0011,8069,6.6
U0011,1125510,4.1
U0011,610461,8.2
U0011,364902,5.2
U0011,758679,6.2
U0011,7870,6.2
U0011,598,7.8
U0011,268,8.2
U0011,51997,7.2
U0011,81393,5.5
U0011,528761,5.8
U0011,939210,6.3
U0011,932430,7.6
U0011,504253,9.5
U0011,8277,4.7
U0011,265169,7.7
U0011,42314,7.1
U0011,81440,5.7
U0011,339984,6.6
U0011,13969,4.7
U0011,474979,6.5
U0011,802219,6.3
U0011,9764,7.3
U0011,1491,9.0
U0011,533533,5.0
U0011,1035048,7.4
U0011,250546,4.1
U0011,1297763,6.3
U0011,436969,6.1
U0011,10999,6.0
U0011,508933,7.2
U0011,1291559,7.8
U0011,245913,7.5
U0011,9007,7.7
U0011,820232,7.8
U0011,758009,6.5
U0011,1735,6.8
U0012,9620,5.7
U0012,9359,6.1
U0012,6977,7.4
U0012,19994,5.9
U0012,439058,7.9
U0012,544,7.2
U0012,663558,8.5
U0012,8909,7.8
U0012,1032823,5.4
U0012,499701,6.4
U0012,10028,5.6
U0013,17339,7.0
U0013,862557,7.1
U0013,4959,6.3
U0013,12651,6.0
U0013,431530,6.8
U0013,596054,7.8
U0013,579,4.8
U0013,42500,6.8
U0013,1582770,8.0
U0013,109689,7.9
U0013,1233575,6.4
U0013,4638,8.0
U0013,939,6.4
U0013,7980,6.3
U0013,288,8.2
U0013,671583,6.4
U0013,508442,7.2
U0013,41233,7.0
U0013,435107,5.0
U0013,2082,5.7
U0013,11943,7.0
U0013,8834,7.7
U0013,12163,7.4
U0013,1512623,8.9
U0013,263341,5.0
U0013,4935,8.8
U0013,432976,8.2
U0013,610253,5.7
U0013,52629,7.8
U0013,302946,7.0
U0013,1151334,7.2
U0013,1364608,4.9
U0013,9869,8.2
U0013,2539,4.5
U0013,273895,7.7
U0013,13368,6.5
U0013,11891,6.8
U0013,981,7.1
U0013,11683,7.3
U0013,335777,6.2
U0013,109451,6.1
U0013,12780,6.5
U0013,16996,6.6
U0013,968051,7.0
U0013,2270,7.0
U0013,497582,7.3
U0013,1443940,8.2
U0013,961,8.4
U0013,7446,5.9
U0013,7442,6.1
U0013,2487,8.0
U0013,16664,7.3
U0013,404378,6.4
U0013,16391,8.8
U0013,43002,8.1
U0013,110160,6.2
U0014,1289936,7.5
U0014,451,7.7
U0014,881,6.7
U0014,15259,6.9
U0014,1567,6.6
U0014,11224,5.7
U0014,17057,9.0
U0014,9360,5.1
U0014,1245,7.2
U0014,615,8.4
U0014,1450599,7.1
U0014,12180,5.7
U0014,963,8.0
U0014,12094,7.0
U0015,9532,7.6
U0015,9475,7.2
U0015,962,6.7
U0015,11194,6.0
U0015,17660,7.3
U0015,307081,7.7
U0015,9759,5.9
U0015,105864,7.6
U0015,594,6.8
U0015,575299,5.7
U0015,10020,6.9
U0015,1255350,7.7
U0015,574475,7.7
U0015,77985,5.8
U0015,597208,6.7
U0015,11932,5.7
U0015,11426,5.4
U0015,4034,6.1
U0015,11615,7.3
U0015,5549,6.5
U0015,241259,6.3
U0015,2085,5.0
U0015,333658,7.7
U0015,338969,4.9
U0015,19349,7.6
U0015,38396,7.6
U0015,17467,8.8
U0015,364220,6.2
U0015,855,7.4
U0015,110160,7.7
U0015,664767,7.2
U0015,4546,7.0
U0015,991494,6.4
U0015,526896,5.7
U0015,724089,7.8
U0015,269955,7.5
U0015,824,7.4
U0015,37165,7.5
U0015,136241,5.4
U0015,2899,8.9
U0015,710295,6.3
U0015,822119,7.0
U0015,1313003,6.7
U0015,334543,8.3
U0015,976,8.3
U0015,2043,7.4
U0015,4550,6.7
U0015,538362,8.7
U0015,34204,6.9
U0015,75,5.7
U0015,1592,8.4
U0015,1160003,5.3
U0015,9678,6.3
U0015,997120,6.5
U0015,72559,5.1
U0015,9433,8.4
U0015,34560,7.3
U0015,11688,7.0
U0016,403300,7.9
U0016,1701,5.8
U0016,237791,8.2
U0016,938614,6.9
U0016,15121,8.2
U0016,505262,8.5
U0016,432976,8.4
U0016,50620,6.9
U0016,1326106,8.1
U0016,345920,7.4
U0016,714,6.7
U0016,860,6.6
U0016,627,7.7
U0016,380225,7.7
U0016,1292695,7.1
U0016,9101,5.9
U0016,532794,5.2
U0016,828853,5.1
U0016,508003,6.5
U0016,836225,6.7
U0016,505600,6.7
U0016,565276,7.2
U0017,43939,4.8
U0017,6964,7.1
U0017,199,6.9
U0017,11906,7.5
U0017,14384,6.9
U0017,41630,7.1
U0017,8224,6.1
U0017,1495,8.3
U0017,869250,7.7
U0017,72710,5.2
U0017,296098,6.4
U0017,746,6.7
U0017,175168,5.9
U0017,100042,5.8
U0017,476299,8.2
U0017,970284,5.9
U0017,643882,7.5
U0017,666243,8.6
U0017,1355666,9.9
U0017,39324,7.9
U0017,1228246,5.3
U0017,138843,6.5
U0017,77617,7.8
U0017,511987,6.4
U0017,13680,6.0
U0018,12583,4.9
U0018,1777,9.7
U0018,49026,7.1
U0018,11577,8.3
U0018,4437,5.9
U0018,1628,8.0
U0018,332567,4.3
U0018,11165,6.7
U0018,568332,8.6
U0018,8487,5.5
U0018,34851,4.7
U0018,47423,6.5
U0018,37034,7.8
U0018,1941,7.5
U0018,10948,7.9
U0018,3597,7.9
U0018,1786,6.1
U0018,14245,5.3
U0018,1448560,6.2
U0018,1448497,7.4
U0018,11918,5.4
U0018,558582,8.1
U0018,84308,6.6
U0018,3782,6.5
U0018,84287,7.9
U0018,565276,7.4
U0018,562,6.1
U0018,365222,6.5
U0018,1226841,6.5
U0018,16000,5.5
U0018,9472,6.0
U0018,1551,5.3
U0018,10022,6.3
U0018,38396,6.6
U0018,8277,6.7
U0018,338676,6.4
U0018,411,6.9
U0018,9035,7.5
U0018,754,7.3
U0018,282035,5.8
U0018,51533,7.7
U0018,1426776,7.5
U0018,1416391,5.6
U0018,533535,8.8
U0018,11424,4.1
U0018,3763,9.2
U0018,35588,5.5
U0018,402298,7.0
U0018,11622,5.4
U0018,83533,8.6
U0018,284019,5.4
U0018,437586,8.4
U0018,345887,6.6
U0018,1168709,6.1
U0018,6878,6.0
U0018,644479,9.3
U0018,50032,7.3
U0018,15567,7.0
U0019,758336,5.1
U0019,175,7.7
U0019,1226841,7.2
U0019,196867,7.4
U0019,803796,8.0
U0019,240629,7.2
U0019,168530,7.0
U0019,460885,5.7
U0019,32856,7.1
U0019,116149,7.6
U0019,7520,5.6
U0019,1934,6.5
U0019,463319,5.7
U0019,535544,7.4
U0019,759,7.2
U0019,9641,6.4
U0019,201,4.9
U0019,38055,6.6
U0019,10314,5.5
U0019,4488,6.8
U0019,8997,4.4
U0019,2085,6.6
U0019,19995,7.2
U0019,1593,7.9
U0019,38732,7.0
U0019,37710,6.9
U0019,575222,7.2
U0019,81,8.7
U0019,12780,6.8
U0019,877,7.4
U0019,12837,7.1
U0019,347201,9.0
U0019,839803,6.2
U0019,740937,9.6
U0019,12289,6.0
U0019,543836,7.4
U0019,755812,7.6
U0019,937249,6.3
U0019,894205,6.8
U0019,2355,6.6
U0019,25,6.7
U0019,1511417,5.7
U0019,8328,7.2
U0020,897192,6.9
U0020,691179,7.5
U0020,1100782,7.4
U0020,239,7.7
U0020,1293286,6.7
U0020,166426,5.6
U0020,759175,8.2
U0020,9473,5.6
U0020,537915,6.3
U0020,9889,8.0
U0020,79,7.6
U0020,179,5.8
U0020,334,6.7
U0020,365177,5.3
U0020,839,7.6
U0020,306,6.3
U0020,611291,8.6
U0020,5070,4.5
U0020,3536,6.6
U0020,860623,6.4
U0020,8871,7.1
U0020,609242,7.8
U0020,11324,7.2
U0020,1634,5.5
U0020,810,7.3
U0020,15403,6.8
U0020,282041,6.6
U0020,37916,7.1
U0021,709,7.3
U0021,86889,5.1
U0021,396806,7.1
U0021,1640,9.1
U0021,2310,5.5
U0021,111190,6.1
U0021,15472,8.4
U0021,981,6.6
U0021,835767,6.8
U0021,10400,7.8
U0021,1061474,6.0
U0021,10637,6.5
U0021,901362,8.9
U0021,1904,8.0
U0021,496243,8.7
U0021,987400,9.0
U0021,4552,8.4
U0021,672,6.7
U0021,375572,7.2
U0021,1160003,5.9
U0021,920394,8.3
U0021,527261,5.4
U0021,11023,8.4
U0021,12536,2.9
U0021,10567,5.3
U0021,20287,5.9
U0021,1379963,6.4
U0021,2322,8.8
U0022,2289,7.5
U0022,21521,7.0
U0022,305470,8.0
U0022,435901,5.2
U0022,5156,8.5
U0022,901,7.3
U0022,5070,5.4
U0022,1193501,6.0
U0022,1131759,7.3
U0022,832964,5.3
U0022,101299,6.8
U0022,1018,6.1
U0022,999136,4.2
U0022,284019,7.8
U0022,800939,5.9
U0022,1427,9.2
U0022,13398,6.9
U0022,1353117,6.6
U0022,138832,7.0
U0022,11782,7.6
U0022,263115,6.7
U0022,49529,6.1
U0022,1232827,7.6
U0022,20875,7.2
U0022,10045,7.2
U0022,9364,5.5
U0022,1087192,7.5
U0022,1017163,7.1
U0022,9693,8.4
U0022,532639,7.9
U0022,209451,6.2
U0022,15767,5.3
U0022,18881,7.3
U0022,806368,7.8
U0022,6964,5.7
U0022,134350,8.4
U0022,6477,6.3
U0022,2567,6.3
U0022,14299,5.0
U0022,11030,6.9
U0022,14831,7.7
U0022,575222,6.9
U0022,9312,5.9
U0022,13496,4.6
U0022,9599,7.5
U0022,6795,6.2
U0022,10497,7.9
U0022,957457,6.6
U0022,208134,4.7
U0023,679,8.7
U0023,1151949,7.0
U0023,13466,7.3
U0023,20287,4.4
U0023,227,7.7
U0023,313369,6.9
U0023,332210,5.8
U0023,72190,7.0
U0023,10393,5.4
U0023,414425,8.3
U0023,7347,8.9
U0023,11365,6.1
U0023,791177,6.9
U0023,2289,5.4
U0023,50531,7.0
U0023,11976,6.8
U0023,467938,7.2
U0023,603,7.7
U0023,8005,6.3
U0023,142061,7.7
U0023,605722,4.6
U0023,4235,7.2
U0023,10033,6.2
U0023,10315,9.1
U0023,336843,8.1
U0024,48186,6.8
U0024,280180,6.9
U0024,1367,7.6
U0024,364137,7.8
U0024,847,6.3
U0024,11663,6.4
U0024,13754,8.0
U0024,5968,6.0
U0024,866,8.7
U0024,8429,7.1
U0024,75612,6.7
U0024,246,6.2
U0024,9559,6.6
U0024,3597,5.5
U0024,652,6.3
U0024,172752,4.7
U0024,640146,7.0
U0024,10491,4.6
U0024,9277,7.2
U0024,525,7.3
U0024,494466,7.6
U0024,1593,6.3
U0024,138103,3.9
U0024,70703,5.1
U0025,382399,7.6
U0025,13475,7.7
U0025,11368,6.2
U0025,180299,8.8
U0025,625450,5.2
U0025,10200,6.7
U0025,1249289,6.0
U0025,1567,7.9
U0025,1233413,7.1
U0025,37317,6.1
U0025,45772,5.9
U0025,9665,6.4
U0025,529216,8.0
U0025,601666,6.3
U0025,476549,4.2
U0025,9289,9.1
U0025,9428,7.7
U0025,714,6.6
U0025,20312,6.8
U0025,919207,7.8
U0025,10607,7.6
U0025,953,5.8
U0025,283995,8.1
U0025,266856,7.0
U0025,3432,5.9
U0025,11428,5.4
U0025,9928,8.2
U0025,601796,7.4
U0025,463319,6.7
U0025,1290182,9.8
U0025,1382406,6.7
U0025,44345,6.2
U0025,593,7.0
U0025,1022453,6.7
U0025,181283,7.0
U0025,281,6.4
U0025,111,7.6
U0025,374461,7.6
U0025,17015,6.2
U0025,180147,7.8
U0025,11178,6.7
U0025,497,8.4
U0025,9366,8.2
U0025,839,8.8
U0025,8007,5.2
U0025,399360,7.0
U0025,394269,8.9
U0025,11932,5.9
U0025,2005,6.4
U0025,666243,7.0
U0025,10877,4.3
U0025,433498,7.9
U0025,11031,6.8
U0025,248504,3.2
U0025,1028182,6.9
U0025,701,7.7
U0025,527660,7.0
U0025,7980,8.5
U0025,10950,7.6
U0026,408,6.9
U0026,11778,7.8
U0026,454,7.0
U0026,1613798,8.3
U0026,9730,7.4
U0026,120,8.2
U0026,406990,7.2
U0026,19277,6.7
U0026,38732,5.4
U0026,9919,6.7
U0026,615,7.7
U0026,630586,5.2
U0026,161,8.8
U0026,725201,6.0
U0026,11663,6.5
U0026,10228,7.5
U0026,3112,8.1
U0026,10191,7.5
U0026,17015,7.9
U0026,426543,6.3
U0026,152748,7.6
U0026,628,6.0
U0026,45612,6.9
U0026,393561,7.9
U0026,575813,8.5
U0026,698,6.1
U0026,13370,6.4
U0026,86825,6.9
U0026,631143,6.3
U0026,16219,6.4
U0026,82675,6.8
U0026,931102,7.9
U0026,11497,7.6
U0026,86000,7.5
U0026,249397,6.3
U0026,429210,8.0
U0026,70,7.2
U0026,14008,6.7
U0026,896536,5.9
U0026,9062,6.8
U0026,839803,7.1
U0026,1491,7.7
U0026,634544,7.5
U0026,166424,6.0
U0026,5708,7.2
U0026,926606,8.1
U0026,309809,6.2
U0026,9992,6.8
U0026,12094,5.3
U0026,180147,7.1
U0026,460019,5.1
U0026,767,6.8
U0026,560057,6.8
U0026,75948,8.2
U0027,3084,6.5
U0027,439058,8.0
U0027,51482,8.5
U0027,239,9.7
U0027,1005331,6.2
U0027,760774,6.7
U0027,4614,6.1
U0027,8328,7.5
U0027,13700,4.7
U0027,12763,7.2
U0027,84199,6.3
U0027,707886,7.1
U0027,282631,7.0
U0027,11575,7.1
U0027,11430,5.5
U0027,364220,6.1
U0027,342470,7.7
U0027,698948,8.8
U0027,11797,8.3
U0027,11954,7.2
U0027,1156594,6.4
U0027,375366,6.3
U0027,1116465,6.6
U0027,7214,8.4
U0027,1050035,8.9
U0027,13754,7.6
U0027,72559,6.5
U0027,437342,9.3
U0027,535544,8.1
U0027,68722,6.8
U0027,13222,6.8
U0027,1844,6.0
U0027,9870,8.6
U0027,11036,6.5
U0027,296524,6.4
U0027,9530,7.0
U0027,632632,7.4
U0027,9739,7.3
U0027,36724,7.5
U0027,17664,5.3
U0028,49948,6.1
U0028,483,5.9
U0028,63,8.4
U0028,500664,7.7
U0028,8940,5.7
U0028,1245,7.4
U0028,343674,5.6
U0028,398181,5.9
U0028,62,9.6
U0028,9385,7.6
U0028,8277,5.3
U0028,962232,6.6
U0028,527641,8.5
U0028,71157,7.8
U0028,473812,6.6
U0028,1083433,5.2
U0028,10423,7.9
U0029,338967,7.1
U0029,14863,5.2
U0029,14092,5.5
U0029,9421,8.3
U0029,14676,6.0
U0029,1611398,6.4
U0029,67394,3.9
U0029,13754,6.7
U0029,1061699,8.8
U0029,13654,5.3
U0029,1083658,6.7
U0029,274862,7.0
U0029,10112,7.0
U0029,524,7.5
U0029,413594,7.6
U0029,19576,6.4
U0029,34544,5.8
U0029,10997,8.7
U0030,1966,5.3
U0030,14580,7.9
U0030,80219,8.5
U0030,526702,8.0
U0030,499191,6.5
U0030,15969,5.5
U0030,4415,6.6
U0030,10331,8.1
U0030,17057,7.7
U0030,313369,8.5
U0030,634429,6.3
U0030,493099,8.5
U0030,9426,7.8
U0030,983,8.6
U0030,1214931,7.4
U0030,302946,7.8
U0030,1198984,7.1
U0030,34433,8.7
U0030,4488,7.7
U0030,956842,7.3
U0030,12405,7.9
U0030,869250,7.1
U0030,36724,5.7
U0030,49007,5.0
U0030,821881,6.7
U0030,820609,6.5
U0030,360814,6.3
U0030,463272,5.4
U0030,11713,7.6
U0030,19458,6.0
U0030,813,7.7
U0030,19899,5.8
U0030,9383,6.2
U0030,635910,7.0
U0030,70981,6.8
U0030,262543,6.0
U0030,15255,6.7
U0030,276624,7.4
U0030,745,8.9
U0030,522,7.7
U0030,1026436,7.1
U0030,16859,8.9
U0030,433502,6.7
U0030,345009,7.2
U0030,4587,7.0
U0030,406759,6.1
U0030,820067,8.8
U0030,42296,7.1
U0030,10357,6.3
U0030,282041,6.0
U0030,12589,5.4
U0030,827,6.9
U0031,262841,5.8
U0031,932086,6.1
U0031,696806,6.5
U0031,54138,7.6
U0031,8845,5.4
U0031,726209,7.3
U0031,13885,7.4
U0031,1396,6.7
U0031,436931,7.3
U0031,171274,6.1
U0031,21348,8.7
U0031,414425,6.1
U0031,786,7.4
U0031,1086260,5.4
U0031,13002,8.2
U0031,13497,7.6
U0031,18122,4.0
U0031,440,5.3
U0031,70587,7.5
U0031,10435,8.1
U0031,578,8.9
U0031,39205,7.4
U0031,77,7.1
U0031,501170,5.8
U0031,16306,7.2
U0031,376570,6.2
U0031,13448,8.1
U0031,762441,8.2
U0031,466282,8.1
U0031,311324,6.5
U0031,1029955,5.8
U0031,763,7.8
U0031,107748,6.2
U0031,9392,6.1
U0031,431,8.0
U0031,44865,6.8
U0031,149871,8.7
U0031,3597,4.0
U0031,86825,6.2
U0031,10377,7.1
U0031,9728,6.7
U0031,284052,8.2
U0031,231164,6.6
U0031,660000,7.5
U0032,688,6.8
U0032,11078,4.4
U0032,464889,7.1
U0032,926,6.9
U0032,1688,5.9
U0032,439058,6.9
U0032,33602,8.5
U0032,98567,4.8
U0032,16664,7.6
U0032,11974,8.3
U0032,76696,7.9
U0032,21191,8.6
U0032,726759,8.4
U0032,5279,7.3
U0032,144,6.8
U0032,172385,7.4
U0032,35739,2.6
U0032,146233,8.2
U0032,433247,6.5
U0032,9788,6.2
U0032,80785,2.8
U0032,574638,7.0
U0032,136686,6.1
U0032,1020969,7.0
U0032,1678,7.2
U0032,643215,4.9
U0032,18892,5.0
U0032,1161617,5.5
U0032,437557,6.7
U0032,203801,6.5
U0032,8982,6.9
U0032,710356,8.1
U0032,16,6.8
U0032,375366,6.8
U0032,37797,9.0
U0032,7980,8.3
U0032,341174,5.7
U0032,79645,6.8
U0032,4911,6.5
U0032,115,7.2
U0032,2925,6.9
U0032,11,7.6
U0032,941,5.8
U0032,512196,6.2
U0032,869250,8.3
U0032,1083433,5.4
U0032,363676,8.7
U0032,78192,7.1
U0032,664236,6.6
U0033,462181,4.3
U0033,467905,5.6
U0033,215,5.4
U0033,1016084,6.4
U0033,11712,8.9
U0033,4247,5.7
U0033,398978,6.0
U0033,638974,7.2
U0033,479455,5.9
U0033,1214506,8.0
U0033,15370,6.3
U0033,109,6.6
U0033,5723,7.3
U0033,33871,6.6
U0033,12207,5.2
U0033,9641,5.5
U0033,14069,6.9
U0033,36950,5.3
U0033,572154,7.8
U0033,37347,6.0
U0033,37430,4.9
U0033,134764,5.5
U0033,20312,7.1
U0033,11902,6.7
U0033,396373,7.1
U0033,13595,6.1
U0033,8536,6.2
U0033,17409,6.9
U0033,70981,7.1
U0033,8920,6.8
U0033,1542,6.7
U0033,395,6.3
U0033,363,6.8
U0033,1155089,7.5
U0033,10998,6.2
U0033,77985,4.1
U0033,16869,8.8
U0033,12244,7.6
U0033,8342,7.9
U0033,10538,6.1
U0033,328480,7.5
U0033,581,9.3
U0033,828613,7.0
U0033,81390,6.7
U0033,246741,8.0
U0034,272,8.4
U0034,502033,7.9
U0034,19458,6.1
U0034,970347,6.4
U0034,768362,7.7
U0034,365177,5.7
U0034,1424965,6.3
U0034,12496,9.3
U0034,37786,6.4
U0034,10638,5.2
U0034,9286,6.0
U0034,232672,7.1
U0034,4806,6.7
U0034,231164,5.1
U0034,343674,7.8
U0034,2605,5.4
U0034,10875,6.3
U0034,439584,7.7
U0034,3133,5.8
U0034,41841,4.8
U0034,17899,4.2
U0034,136795,6.7
U0034,37769,7.3
U0034,2501,6.4
U0034,19100,6.9
U0034,17277,6.5
U0034,1258151,8.0
U0034,872,7.4
U0034,438799,6.6
U0034,16620,6.4
U0034,1680,6.6
U0034,336843,7.3
U0034,236751,5.6
U0034,13384,8.6
U0034,604685,4.9
U0034,117251,5.9
U0034,33997,7.7
U0034,395000,3.6
U0034,756187,6.8
U0034,11545,7.2
U0034,13053,7.0
U0034,4995,8.9
U0034,20992,7.4
U0034,42229,6.8
U0034,76349,5.4
U0034,2085,6.5
U0034,499191,6.2
U0034,345940,5.9
U0034,624,7.1
U0034,1151334,7.1
U0034,12625,6.2
U0035,51888,7.4
U0035,11589,7.0
U0035,16250,8.3
U0035,11424,6.5
U0035,2687,4.5
U0035,49009,7.6
U0035,212167,8.3
U0035,1153714,5.8
U0035,800345,6.9
U0035,1251,7.1
U0035,10303,7.3
U0035,1319895,7.7
U0035,83389,7.6
U0035,397520,8.0
U0035,227,8.0
